ApartmentName,Address,AgentName,AgentPhone,AgentEmail,Reviews,ZipCode,CrimeRate,AirQualityIndex,PopulationDensity,Store,Mall,DistanceGroceryStore,DistanceBusStop,DistanceMall,BathroomCount,BedroomCount,Size,Rent,Floor,RestaurantName,Type,Hospitals,HospType
Starryness Heights,4669 hart,Giselbert Piattoni,(571) 190-0194,g.piattoni@abc.com,1.7,73555,11,12,164,Store380,Mall380,6.3,1.4,4,2,2,1642,1145,2,Ponys Pub,Pub,KALKASKA MEMORIAL HEALTH CENTER,Children's hospital
Westpond Tower,1364 isham,Maddy Baum,(631) 472-7088,m.baum@abc.com,3.2,76213,12,8,112,Store364,Mall364,2.2,2.4,5.1,2,2,2189,1812,4,Joshuas Cafe,Cafe,HARBOR BEACH COMMUNITY HOSPITAL,Geriatric
Whitesage Apartment,919 eisenhower california av,Dean Golightly,(914) 388-1506,d.golightly@abc.com,3.2,75530,5,11,65,Store280,Mall280,9.9,3,8.1,1,1,2064,976,2,Mangiamo Pizza,Pizzeria,KALKASKA MEMORIAL HEALTH CENTER,Psychiatric
Greyton Residency,2664 kennedy higgins rd,Tobin Mazus,(406) 377-2462,t.mazus@abc.com,3.3,76791,30,4,67,Store565,Mall565,10.9,5.5,6.6,1,1,4391,1045,3,Candlelight Tavern,Cafe,BORGESS-LEE MEMORIAL HOSPITAL,Trauma centre
Bellham Heights,8349 columbus ramp,Nikita Augustine,(734) 409-1380,n.augustine@abc.com,2.1,76440,8,3,78,Store406,Mall406,1.6,8.7,2.8,2,2,2504,1675,2,A & R Bakery,Bakery,FIRSTHEALTH MOORE REGIONAL HOSPITAL,Rehabilitation
Mallowwitch Tower,4768 pershing,Jyoti Shultz,(636) 357-8005,j.shultz@abc.com,4.8,73339,16,1,183,Store952,Mall952,2.5,6.8,9.2,2,3,3107,1749,2,Hotel Roosevelt,FineDining,SHERIDAN COMMUNITY HOSPITAL,Children's hospital
Baymeadow Apartment,2749 lsd 47th st,Heindrick Tollestrup,(912) 450-7197,h.tollestrup@abc.com,2.9,73263,28,6,112,Store84,Mall84,8.8,2.3,10.4,2,2,1628,1061,3,Grammies Place,Takeout,BORGESS-LEE MEMORIAL HOSPITAL,Geriatric
Lochpine Residency,8682 lsd la salle st,Claudianus Fryberger,(678) 351-9544,c.fryberger@abc.com,2.9,74866,19,10,93,Store343,Mall343,2.2,9.4,1.3,2,2,3776,1792,2,Kikkos Koffee House,Coffehouse,MCKENZIE HEALTH SYSTEM,Psychiatric
Newhill Heights,7739 evans,Jordan Pabari,(765) 818-6876,j.pabari@abc.com,5,72279,11,5,150,Store7,Mall7,10.3,10.4,2.4,1,1,1766,1434,3,Staybridge Suites Dia,Hotel,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,Trauma centre
Summermeadow Tower,9177 dan ryan marquette rd,Anissa Lajer-burcharth,(520) 586-3972,a.lajer-burcharth@abc.com,5,71777,13,3,103,Store155,Mall155,10.1,1.5,8.8,1,1,3326,979,2,Groovy Granola,Hotel,SHERIDAN COMMUNITY HOSPITAL,Rehabilitation
Violetlake Apartment,9735 drexel square,Dina Mc clure,(803) 947-4385,d.mc@abc.com,3.3,76510,12,3,186,Store232,Mall232,1.9,2.3,2.9,2,2,3732,1278,3,Watkins Glen State Park Lower Gorge Snack,Cafe,PAUL OLIVER MEMORIAL HOSPITAL,Children's hospital
Dellhedge Residency,6074 stewart,Gordy Votey,(919) 257-3641,g.votey@abc.com,4,72483,29,10,80,Store395,Mall395,2.3,8.6,10.2,2,3,1876,1026,2,Cool Beans Playhouse ,Cafe,KALKASKA MEMORIAL HEALTH CENTER,Geriatric
Esterwind Heights,6492 48th,Rancell Mandel,(662) 944-1277,r.mandel@abc.com,3.5,76230,27,3,163,Store421,Mall421,7.9,2.6,10.6,1,1,2898,1694,3,Tulip Caterer,FineDining,BORGESS-LEE MEMORIAL HOSPITAL,Psychiatric
Cliffmill Tower,6628 glenlake,Evonne Balzer,(626) 704-0805,e.balzer@abc.com,4.5,73263,28,6,112,Store519,Mall519,3.6,10.5,1.1,2,3,3218,934,2,Dear Sub,Takeout,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,Trauma centre
Oldfort Apartment,4294 madison park,Dasie Lamensdorf,(512) 333-5030,d.lamensdorf@abc.com,3.7,74495,19,6,83,Store958,Mall958,10.9,1,2.6,2,3,4414,449,4,Fuffi 2000,FineDining,KALKASKA MEMORIAL HEALTH CENTER,Rehabilitation
Bluebutter Residency,2882 chicago skyway ib chicago,Kristopher Melack,(831) 596-8043,k.melack@abc.com,5,71174,15,7,107,Store230,Mall230,4.5,1.9,7.6,1,1,3063,1709,3,Smother Brothers,FineDining,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",Children's hospital
Aeltown Heights,5564 kennedy wilson av,Austin Valencik,(937) 850-7474,a.valencik@abc.com,5,76671,19,11,104,Store608,Mall608,4.9,2.4,3.8,2,2,2549,775,3,Franklin Square Senior Center,FineDining,"ASPIRUS ONTONAGON HOSPITAL, INC",Geriatric
Castlebush Tower,2759 eisenhower ib dan ryan,Caspar Carlisle,(210) 142-5919,c.carlisle@abc.com,4.1,76356,11,10,102,Store458,Mall458,5.2,7.4,10.3,2,2,4237,775,3,Christian Faith Fellowship,Coffehouse,"ASPIRUS ONTONAGON HOSPITAL, INC",Psychiatric
Norbarrow Apartment,3607 streeter,Deena Rabe,(425) 928-1685,d.rabe@abc.com,5,73049,10,10,173,Store925,Mall925,7.6,3.4,4.5,1,1,2995,1928,3,Basil Docs Crestmoor,Coffehouse,HILLS & DALES GENERAL HOSPITAL,Trauma centre
Waymill Residency,8189 bishop ford 137th st,Otho Houng,(859) 296-5154,o.houng@abc.com,3.9,76851,14,7,71,Store624,Mall624,6.4,10.6,4.6,2,3,2529,1029,4,Gianas Deli & Catering,FineDining,SHERIDAN COMMUNITY HOSPITAL,Rehabilitation
Lakeden Heights,8223 baker,Bevvy Bull,(617) 350-4288,b.bull@abc.com,2,71419,19,3,153,Store653,Mall653,9.9,4.3,5.8,2,3,4322,1861,2,Glaze,FineDining,HARBOR BEACH COMMUNITY HOSPITAL,Children's hospital
Belborough Tower,4787 dover,Agna Mills,(754) 580-2915,a.mills@abc.com,5,71729,18,6,95,Store390,Mall390,10.1,4.4,7.7,2,3,3977,1087,3,Darcys Dogs & Shrimp Shack,Tavern,HILLS & DALES GENERAL HOSPITAL,Geriatric
Icedeer Apartment,9777 larned,Marrissa Mackenzie,(305) 340-4046,m.mackenzie@abc.com,4.2,77795,13,7,165,Store620,Mall620,6.3,5.9,6.4,2,3,2223,655,2,Chuys,FineDining,DECKERVILLE COMMUNITY HOSPITAL,Psychiatric
Lightmill Residency,941 eisenhower kostner av,Jesse Apgar,(828) 353-7427,j.apgar@abc.com,1.9,74297,12,4,94,Store838,Mall838,1.6,8,9,2,2,2432,1847,2,Blue Bayou,Bar,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",Trauma centre
Snowbridge Heights,7916 n branch chicago river,Myrvyn Hyberts,(551) 254-0660,m.hyberts@abc.com,4.7,77932,16,5,168,Store476,Mall476,8.9,6.7,10.5,2,2,3922,1625,3,Recovery Sports Grill Amsterdam,Bar,HELEN NEWBERRY JOY HOSPITAL,Rehabilitation
Bridgemere Tower,6711 eleanor,Bent Ullman,(215) 837-9987,b.ullman@abc.com,2.4,74307,16,10,163,Store313,Mall313,7.5,9.4,6.7,1,1,3112,2154,4,Coffee Beaner,Bar,ASPIRUS KEWEENAW HOSPITAL,Children's hospital
Wildedragon Apartment,5344 oakland,Tabby Trinder,(432) 833-6567,t.trinder@abc.com,4.5,72826,11,2,181,Store186,Mall186,4.1,10,1.5,1,1,2885,1735,2,Restaurant Depot,Hotel,HILLS & DALES GENERAL HOSPITAL,Geriatric
Oldbrook Residency,5400 dominick,Francesco Rinker,(334) 166-0726,f.rinker@abc.com,1.6,71196,28,7,170,Store255,Mall255,8.6,6.5,8.4,1,1,1824,1643,2,Udderly Delicious,Hotel,SCHEURER HOSPITAL,Psychiatric
Buttermoor Heights,2100 112th,Geoff Cartmill,(351) 839-6981,g.cartmill@abc.com,3.2,76217,28,2,119,Store303,Mall303,4.7,1.7,7.3,1,1,3018,2116,2,Childrens House,Icecream,MCKENZIE HEALTH SYSTEM,Trauma centre
Woodmerrow Tower,8215 monterey,Dinny Hudon,(939) 387-2239,d.hudon@abc.com,5,71494,13,10,89,Store96,Mall96,1.2,8.9,4.4,2,2,2192,2034,3,Ralphs Famous Italian Ices,Icecream,SCHEURER HOSPITAL,Rehabilitation
Wyvernbush Apartment,7897 kennedy kimball av,Timmie Mcgrail,(425) 566-3040,t.mcgrail@abc.com,2.5,76779,5,9,157,Store545,Mall545,2.3,7,8.7,1,1,4020,542,4,Ralphs Ices,Icecream,SCHEURER HOSPITAL,Children's hospital
Norcoast Residency,7207 lieb,Bennett Garside,(256) 907-3279,b.garside@abc.com,2.9,74109,11,11,126,Store919,Mall919,9,4.3,4.5,1,1,3887,628,2,Allegany Mountain Resort,Resort,SCHEURER HOSPITAL,Geriatric
Goldice Heights,3395 morse,Horst Bills,(201) 999-2981,h.bills@abc.com,1.4,71730,24,2,146,Store53,Mall53,2.2,8,1.9,1,1,1520,1528,2,Prince Umberto Ii,FineDining,SHERIDAN COMMUNITY HOSPITAL,Psychiatric
Brightgriffin Tower,6786 kennedy belmont av,Meaghan Scott,(612) 696-2647,m.scott@abc.com,3.9,73124,10,8,120,Store136,Mall136,7.5,4.5,2.9,2,3,3235,608,4,Hayloft Pub,Pub,SPECTRUM HEALTH KELSEY HOSPITAL,Trauma centre
Brightcastle Apartment,5694 henry,Nadine Higbee,(586) 532-6655,n.higbee@abc.com,3.5,75866,29,7,181,Store211,Mall211,4.4,1.1,8.5,2,2,2990,743,2,Homer Fire Dept Community Bldg,Cafeteria,MUNISING MEMORIAL HOSPITAL,Rehabilitation
Glassfog Residency,7542 kennedy av,Lorrie Zaccagnino,(938) 214-9245,l.zaccagnino@abc.com,5,72691,30,8,62,Store960,Mall960,6.8,2.7,3,1,1,2149,1763,4,Villa Vitale,Resort,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,Children's hospital
Violetview Heights,1237 olive,Trudey Budding,(509) 228-1985,t.budding@abc.com,5,75735,29,7,125,Store237,Mall237,1.5,8.2,7.7,2,2,2589,747,2,Sandwich Works Cafe,Takeout,HARBOR BEACH COMMUNITY HOSPITAL,Geriatric
Woodspell Tower,9005 marmora,Skylar Esquirol,(410) 380-4352,s.esquirol@abc.com,5,73367,25,3,149,Store466,Mall466,1.8,2.1,4.9,2,2,2764,1583,3,Iannellis,FineDining,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,Psychiatric
Deepwick Apartment,4538 cambridge,Prince Ganong,(469) 391-9833,p.ganong@abc.com,4.3,71307,12,2,183,Store741,Mall741,5,7.7,6.9,2,3,2153,1144,3,Grand Royale Hotel,Hotel,PAUL OLIVER MEMORIAL HOSPITAL,Trauma centre
Stonewald Residency,6716 eisenhower morgan st,Kelvin Zaccagnino,(325) 976-1029,k.zaccagnino@abc.com,3.4,76428,12,3,117,Store367,Mall367,10.1,4.5,1.7,2,2,2925,2019,4,Jcc Coffee Shop,Coffeehouse,HELEN NEWBERRY JOY HOSPITAL,Rehabilitation
Southlyn Heights,8137 eisenhower independence bl,Selby Ramey,(646) 855-3638,s.ramey@abc.com,4.9,75606,13,6,161,Store780,Mall780,10.3,6.7,1.3,2,3,2791,2176,4,The Greenstone At Mels Bakery & Cafe Fse,Bakery,DECKERVILLE COMMUNITY HOSPITAL,Children's hospital
Foxview Tower,8156 i55 pulaski rd,Darcee Hood,(304) 114-1934,d.hood@abc.com,1.6,73697,7,9,83,Store773,Mall773,3,2,5.6,2,2,3015,2113,4,Balmoral Home,Hotel,BORGESS-LEE MEMORIAL HOSPITAL,Geriatric
Westerlea Apartment,8818 bowen,Jefferey Inamura,(520) 663-9415,j.inamura@abc.com,1,74695,5,1,156,Store374,Mall374,2,1.4,10.1,2,2,2541,1098,2,Canton Express Restaurant,Hotel,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,Psychiatric
Dellmeadow Residency,1246 fuller,Ernestus Maniatis,(704) 491-5784,e.maniatis@abc.com,1.8,77458,10,11,138,Store337,Mall337,10.6,5.9,10.9,2,2,4164,1045,3,Beggars Pizza,Pizzeria,HELEN NEWBERRY JOY HOSPITAL,Trauma centre
Fallbridge Heights,1319 recreation,Brear Schoell,(940) 813-9149,b.schoell@abc.com,3.2,75837,20,12,113,Store209,Mall209,7.5,10.6,2.1,2,2,2446,429,2,Pandali Restaurant,Cafe,MUNISING MEMORIAL HOSPITAL,Rehabilitation
Snowwald Tower,9066 south shore,Daryn Fitzpatrick,(352) 894-0183,d.fitzpatrick@abc.com,2.5,74352,28,6,186,Store276,Mall276,7.3,10.2,1.1,1,1,3323,1658,3,Ponys Pub,Pub,HELEN NEWBERRY JOY HOSPITAL,Children's hospital
Pryedge Apartment,9457 tahoma,Leslie Schneps,(308) 372-3161,l.schneps@abc.com,3.5,74253,24,2,140,Store774,Mall774,10.1,2,10.9,1,1,3829,1949,2,Joshuas Cafe,Cafe,DECKERVILLE COMMUNITY HOSPITAL,Geriatric
Brookland Residency,6942 60th,Constancy Duggan,(469) 142-2847,c.duggan@abc.com,3.2,74364,24,10,167,Store106,Mall106,10.7,1.3,7.3,2,2,2350,1130,4,Mangiamo Pizza,Pizzeria,KALKASKA MEMORIAL HEALTH CENTER,Psychiatric
Verthall Heights,961 dan ryan express,Karim Kozlowski,(702) 734-9076,k.kozlowski@abc.com,1.1,73873,20,10,69,Store460,Mall460,1.5,10.8,7.4,1,1,1626,759,3,Candlelight Tavern,Cafe,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",Trauma centre
Woodriver Tower,6713 wentworth,Delano Rabe,(540) 199-3950,d.rabe@abc.com,1.7,76157,24,3,134,Store493,Mall493,4.4,7.6,10.8,2,2,3748,2111,4,A & R Bakery,Bakery,HELEN NEWBERRY JOY HOSPITAL,Rehabilitation
Marshlyn Apartment,2220 latham,Jackelyn Vitali,(906) 688-4000,j.vitali@abc.com,3.7,73707,24,12,154,Store159,Mall159,10.9,7.2,10.4,2,2,3696,1282,4,Hotel Roosevelt,FineDining,HILLS & DALES GENERAL HOSPITAL,Children's hospital
Hollowmarsh Residency,793 martin,Celene Leder,(830) 372-0633,c.leder@abc.com,4.6,72770,29,9,75,Store253,Mall253,10.2,10.6,2,1,1,3017,1295,3,Grammies Place,Takeout,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,Geriatric
Crystalmist Heights,5300 kennedy adams st,Ky Hewitt,(443) 155-4693,k.hewitt@abc.com,3.3,71482,7,11,172,Store96,Mall96,5.9,10.6,4.7,2,3,1953,1180,3,Kikkos Koffee House,Coffehouse,HILLS & DALES GENERAL HOSPITAL,Psychiatric
Lorhill Tower,3598 lawrence,Ash Rybalov,(251) 864-4262,a.rybalov@abc.com,1.1,73914,18,8,88,Store353,Mall353,2.5,1.3,10.7,2,3,4214,915,3,Staybridge Suites Dia,Hotel,"ASPIRUS ONTONAGON HOSPITAL, INC",Trauma centre
Esterelf Apartment,9458 wolcott,Paolo Eardley,(708) 888-3371,p.eardley@abc.com,2.2,74297,12,4,94,Store876,Mall876,8.5,4.8,10.5,2,3,3884,1083,4,Groovy Granola,Hotel,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",Rehabilitation
Lochnesse Residency,3614 kennedy harlem av ib,Joane Drew,(314) 556-8852,j.drew@abc.com,5,74174,10,2,164,Store259,Mall259,1.6,10.4,5.1,2,2,2682,1252,4,Watkins Glen State Park Lower Gorge Snack,Cafe,HELEN NEWBERRY JOY HOSPITAL,Children's hospital
Brookacre Heights,3756 lovejoy,Diarmid Gallagher,(714) 930-0273,d.gallagher@abc.com,5,74715,29,7,117,Store892,Mall892,1.6,10.3,2.9,2,2,3694,1777,2,Cool Beans Playhouse ,Cafe,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,Geriatric
Meadowmill Tower,1177 independence,Harmonia Schacter,(614) 383-4677,h.schacter@abc.com,3.3,76481,7,5,84,Store699,Mall699,4.4,5.5,8.4,2,2,3846,647,3,Tulip Caterer,FineDining,MUNISING MEMORIAL HOSPITAL,Psychiatric
Lightsummer Apartment,9071 keeley,Renie Jackson,(203) 805-5525,r.jackson@abc.com,1.5,72481,25,3,85,Store980,Mall980,1.1,2.6,1.1,1,1,3920,1293,3,Dear Sub,Takeout,SPECTRUM HEALTH KELSEY HOSPITAL,Trauma centre
Brightglass Residency,9701 53rd,Basilius Diawara,(956) 313-2877,b.diawara@abc.com,2.8,74238,17,8,145,Store952,Mall952,4.9,8.8,1.1,2,2,1654,807,3,Fuffi 2000,FineDining,"ASPIRUS ONTONAGON HOSPITAL, INC",Rehabilitation
Byness Heights,6024 osage,Denny Heskett,(931) 245-1210,d.heskett@abc.com,3.7,72282,11,8,186,Store647,Mall647,6,1.4,4.6,1,1,3826,625,3,Smother Brothers,FineDining,"ASPIRUS ONTONAGON HOSPITAL, INC",Children's hospital
Draclyn Tower,19 cyril,Viviana Ouderkirk,(316) 656-7997,v.ouderkirk@abc.com,5,74132,24,6,63,Store745,Mall745,6.3,1.2,1.4,1,1,2687,2174,4,Franklin Square Senior Center,FineDining,MCKENZIE HEALTH SYSTEM,Geriatric
Merriwynne Apartment,2910 bishop ford 103rd st stony,Cissy Patrice,(231) 911-6257,c.patrice@abc.com,5,71300,19,1,118,Store223,Mall223,8.7,4.8,4.9,2,2,2535,982,3,Christian Faith Fellowship,Coffehouse,HARBOR BEACH COMMUNITY HOSPITAL,Psychiatric
Violetwick Residency,2944 hamlin,Othella Quintana,(912) 569-1685,o.quintana@abc.com,1.3,72402,24,6,185,Store956,Mall956,2.8,1.6,6.3,2,2,1704,758,2,Basil Docs Crestmoor,Coffehouse,BARAGA COUNTY MEMORIAL HOSPITAL,Trauma centre
Whitesilver Heights,7874 kennedy ib eisenhower ib,Kathryn Cherniack,(440) 298-9114,k.cherniack@abc.com,2.7,74714,17,11,64,Store508,Mall508,7.4,4.8,6.6,1,1,2507,1509,3,Gianas Deli & Catering,FineDining,BORGESS-LEE MEMORIAL HOSPITAL,Rehabilitation
Shadehollow Tower,1260 dan ryan 53rd st,Templeton Zangwill,(509) 507-8555,t.zangwill@abc.com,1.8,75239,17,4,100,Store356,Mall356,2.6,6.2,8.3,2,3,1883,1177,2,Glaze,FineDining,HARBOR BEACH COMMUNITY HOSPITAL,Children's hospital
Highpond Apartment,7863 russell,Willdon Kanki,(308) 383-3915,w.kanki@abc.com,3.4,74054,13,7,61,Store192,Mall192,8.4,6.7,2.5,2,3,3835,780,3,Darcys Dogs & Shrimp Shack,Tavern,SPECTRUM HEALTH KELSEY HOSPITAL,Geriatric
Moormead Residency,7137 columbus sub,Brinna Zangwill,(616) 572-8120,b.zangwill@abc.com,3.5,76248,16,5,100,Store696,Mall696,4,8.8,7.2,2,2,3047,1297,2,Chuys,FineDining,BARAGA COUNTY MEMORIAL HOSPITAL,Psychiatric
Southshore Heights,9490 dan ryan la salle st,Cello Zotti,(317) 850-3754,c.zotti@abc.com,2.6,72166,30,12,132,Store573,Mall573,10.5,2.6,2.6,2,2,1668,792,4,Blue Bayou,Bar,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",Trauma centre
Icefay Tower,1294 stevenson 31st st,Shalna Berman,(803) 407-5110,s.berman@abc.com,5,75375,19,8,82,Store717,Mall717,2.3,7.8,8.3,2,2,2723,406,3,Recovery Sports Grill Amsterdam,Bar,KALKASKA MEMORIAL HEALTH CENTER,Rehabilitation
Lochport Apartment,6218 balmoral,Tara Tremblay,(910) 636-9044,t.tremblay@abc.com,1.2,76871,25,1,94,Store83,Mall83,2.8,2.1,3,2,3,4449,1813,2,Coffee Beaner,Bar,"ASPIRUS ONTONAGON HOSPITAL, INC",Children's hospital
Strongland Residency,9839 eisenhower canal,Micheil Gersch,(253) 136-4142,m.gersch@abc.com,2.3,75475,5,8,99,Store71,Mall71,5,8.9,10.4,2,2,4204,2145,4,Restaurant Depot,Hotel,SCHEURER HOSPITAL,Geriatric
Vertpond Heights,996 walden,Rosalia Liber,(646) 475-0274,r.liber@abc.com,2.5,74558,27,2,151,Store622,Mall622,4.5,3.6,2.1,1,1,4041,407,4,Udderly Delicious,Hotel,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,Psychiatric
Freywall Tower,6877 lessing,Korney Esquirol,(209) 739-5285,k.esquirol@abc.com,4.5,71527,25,2,97,Store565,Mall565,3.8,10.8,2.5,1,1,1661,450,2,Childrens House,Icecream,BORGESS-LEE MEMORIAL HOSPITAL,Trauma centre
Raycliff Apartment,2892 rainey,Riordan Buckley,(682) 100-6682,r.buckley@abc.com,3.2,77724,23,8,184,Store190,Mall190,5.8,2.2,4,2,2,2261,1410,4,Ralphs Famous Italian Ices,Icecream,HILLS & DALES GENERAL HOSPITAL,Rehabilitation
Lorcliff Residency,9003 south water ramp,Von Garland,(240) 634-3112,v.garland@abc.com,3.3,71189,19,9,105,Store662,Mall662,10.6,3,5,2,3,2069,740,3,Ralphs Ices,Icecream,SPECTRUM HEALTH KELSEY HOSPITAL,Children's hospital
Crystalmill Heights,9545 avenue d,Mathian Fraumeni,(408) 354-2364,m.fraumeni@abc.com,3.3,72455,30,2,186,Store565,Mall565,3,5,3.7,1,1,3458,1325,3,Allegany Mountain Resort,Resort,HAYES GREEN BEACH MEMORIAL HOSPITAL,Geriatric
Fallville Tower,4597 music court,Goraud Stam,(864) 390-8986,g.stam@abc.com,4.8,75003,22,10,159,Store713,Mall713,1.5,5,5.3,2,2,4167,2119,3,Prince Umberto Ii,FineDining,BORGESS-LEE MEMORIAL HOSPITAL,Psychiatric
Silverfort Apartment,7625 ohio feeder,Lyle Biolos,(878) 651-0399,l.biolos@abc.com,5,72511,16,3,99,Store109,Mall109,3,3.4,10.2,1,1,3227,1319,2,Hayloft Pub,Pub,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,Trauma centre
Lightbank Residency,9833 lockwood,Frederico Drew,(561) 430-8405,f.drew@abc.com,2.8,72210,21,7,59,Store666,Mall666,9.9,5.8,2.3,2,3,3716,554,2,Homer Fire Dept Community Bldg,Cafeteria,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",Rehabilitation
Deepby Heights,3017 kennedy western av,Gisele Kelleher,(918) 849-4708,g.kelleher@abc.com,1.5,75520,19,2,189,Store415,Mall415,1.2,10.8,1.8,1,1,4207,1919,4,Villa Vitale,Resort,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",Children's hospital
Erihurst Tower,1631 upperlevelt1,Marice Papa,(847) 689-6674,m.papa@abc.com,2.6,72511,16,3,99,Store680,Mall680,9.9,2.3,3.6,2,3,2532,701,3,Sandwich Works Cafe,Takeout,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",Geriatric
Whitewater Apartment,5815 newcastle,Iona Pieri,(641) 289-5718,i.pieri@abc.com,1.9,77134,17,10,186,Store519,Mall519,9.7,1.4,9.4,2,2,4143,1794,3,Iannellis,FineDining,BORGESS-LEE MEMORIAL HOSPITAL,Psychiatric
Aelcoast Residency,7470 65th,Husein Uretsky,(915) 149-2829,h.uretsky@abc.com,2.2,73959,6,1,186,Store930,Mall930,5.8,4,1.2,2,2,1626,1661,4,Grand Royale Hotel,Hotel,KALKASKA MEMORIAL HEALTH CENTER,Trauma centre
Dragonview Heights,8483 30th,Brendon O'marley,(787) 468-7817,b.o'marley@abc.com,1.4,73748,22,2,140,Store222,Mall222,4.4,9.7,9.7,2,2,4467,863,4,Jcc Coffee Shop,Coffeehouse,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,Rehabilitation
Wildebeach Tower,2801 lsd wilson av,Sherrie Sniffen,(616) 581-4187,s.sniffen@abc.com,1.6,76377,14,7,170,Store891,Mall891,4.7,1,9.5,2,2,4302,1381,4,The Greenstone At Mels Bakery & Cafe Fse,Bakery,HILLS & DALES GENERAL HOSPITAL,Children's hospital
Prynesse Apartment,3943 14th,Micah Careghini,(805) 488-4585,m.careghini@abc.com,2.1,76622,19,4,113,Store590,Mall590,1.3,9.9,5.9,2,2,4020,463,3,Balmoral Home,Hotel,WILSON MEDICAL CENTER,Geriatric
Sagewynne Residency,6198 west drive of oakley,Estrella Driesse,(702) 425-3836,e.driesse@abc.com,4.7,73687,26,10,133,Store848,Mall848,5.4,9.5,4.5,1,1,4249,1332,2,Canton Express Restaurant,Hotel,SHERIDAN COMMUNITY HOSPITAL,Psychiatric
Ostwald Heights,2922 leona,Aurea Pendleton,(617) 241-3971,a.pendleton@abc.com,3.3,71942,30,1,73,Store593,Mall593,4.4,5,4.9,2,3,2525,1708,2,Beggars Pizza,Pizzeria,MUNISING MEMORIAL HOSPITAL,Trauma centre
Springtown Tower,2277 lawler,Nevins Briggs-hale,(520) 812-5765,n.briggs-hale@abc.com,3.1,72871,25,4,143,Store73,Mall73,10,4.8,1.5,1,1,2979,2042,2,Pandali Restaurant,Cafe,KALKASKA MEMORIAL HEALTH CENTER,Rehabilitation
Baybarrow Apartment,2905 bennett,Ivette He,(731) 736-5353,i.he@abc.com,5,76761,20,1,188,Store99,Mall99,4.3,5,5.1,2,3,1514,729,3,Ponys Pub,Pub,PAUL OLIVER MEMORIAL HOSPITAL,Children's hospital
Blackhaven Residency,2126 pippin,Coleman Fiorenza,(309) 968-4060,c.fiorenza@abc.com,3.3,76572,10,9,151,Store440,Mall440,7.9,1.5,4.5,2,2,1610,1876,3,Joshuas Cafe,Cafe,MCKENZIE HEALTH SYSTEM,Geriatric
Lochspring Heights,7385 79th,Pierrette Helperin,(631) 415-1742,p.helperin@abc.com,5,75676,24,5,168,Store649,Mall649,10.9,5.6,10.6,1,1,2231,1741,2,Mangiamo Pizza,Pizzeria,KALKASKA MEMORIAL HEALTH CENTER,Psychiatric
Shorewick Tower,2740 austin,Derk Biscay,(540) 332-6730,d.biscay@abc.com,2.6,75140,6,2,143,Store773,Mall773,8.6,4.4,4.1,2,3,3574,2012,2,Candlelight Tavern,Cafe,DECKERVILLE COMMUNITY HOSPITAL,Trauma centre
Wheatfort Apartment,3442 chicago skyway,Adelina Westra,(507) 193-5097,a.westra@abc.com,3.6,77738,23,10,133,Store987,Mall987,9.8,10.2,7.9,1,1,2162,2031,2,A & R Bakery,Bakery,MERCY HEALTH LAKESHORE CAMPUS,Rehabilitation
Aelton Residency,4887 avers,Waldemar Triggs,(337) 846-4372,w.triggs@abc.com,5,73260,11,6,74,Store868,Mall868,7.9,4.7,10.4,2,2,2553,1469,3,Hotel Roosevelt,FineDining,SPECTRUM HEALTH KELSEY HOSPITAL,Children's hospital
Bridgehollow Heights,9146 34th,Sheilakathryn Prestwich,(515) 872-5078,s.prestwich@abc.com,1.9,73714,10,7,180,Store564,Mall564,8.9,7.5,8.5,2,2,1517,455,4,Grammies Place,Takeout,SPECTRUM HEALTH KELSEY HOSPITAL,Geriatric
Icetown Tower,7053 busse,Bradan Norberg,(478) 570-8635,b.norberg@abc.com,5,74862,27,3,112,Store1,Mall1,1.4,10.8,9.8,2,3,2358,1795,3,Kikkos Koffee House,Coffehouse,DECKERVILLE COMMUNITY HOSPITAL,Psychiatric
Summerdell Apartment,2358 wacker,Ali Samaranayake,(475) 243-6733,a.samaranayake@abc.com,2.9,73154,16,12,130,Store966,Mall966,5.5,8.1,7.6,2,3,2225,1591,4,Staybridge Suites Dia,Hotel,KALKASKA MEMORIAL HEALTH CENTER,Trauma centre
